"class","manufacturer","model","displ","cyl","trans","drv","cty","hwy","fl","G","T","S","twodoor.p","twodoor.l","fourdoor.p","fourdoor.l","hatch.p","hatch.l","eng.dscr","trans.dscr","year","vpc","bidx","x5c","eng.dscr.1","eng.dscr.2"
"s.u.v. - 2wd","isuzu","rodeo 2wd",2.2,4,"manual(m5)","r",18,21,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"l-4","sil",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","isuzu","rodeo 2wd",3.2,6,"auto(l4)","r",15,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"v-6","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","isuzu","rodeo 2wd",3.2,6,"manual(m5)","r",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"v-6","sil",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","isuzu","trooper 2wd",3.5,6,"auto(l4)","r",14,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"v-6","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","jeep","cherokee 2wd",2.5,4,"auto(l3)","r",16,21,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,2,NA,NA,NA,NA
"s.u.v. - 2wd","jeep","cherokee 2wd",2.5,4,"manual(m5)","r",18,22,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","sil",2000,2,NA,NA,NA,NA
"s.u.v. - 2wd","jeep","cherokee 2wd",4,6,"auto(l4)","r",15,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,2,NA,NA,NA,NA
"s.u.v. - 2wd","jeep","cherokee 2wd",4,6,"manual(m5)","r",16,22,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","sil",2000,2,NA,NA,NA,NA
"s.u.v. - 2wd","jeep","grand cherokee 2wd",4,6,"auto(l4)","r",15,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,2,NA,NA,NA,NA
"s.u.v. - 2wd","jeep","grand cherokee 2wd",4.7,8,"auto(l4)","r",14,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 2wd","kia","kia sportage",2,4,"auto(l4)","r",16,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","kia","kia sportage",2,4,"manual(m5)","r",18,21,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","lincoln","navigator 2wd",5.4,8,"auto(l4)","r",11,16,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"5.4v-r","clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","mercury","mountaineer 2wd",4,6,"auto(l5)","r",15,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sohc","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 2wd","mercury","mountaineer 2wd",5,8,"auto(l4)","r",13,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"5.0e-r","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 2wd","mitsubishi","mitsubishi montero sport 2wd",3,6,"auto(l4)","r",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sohc","cmode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","mitsubishi","mitsubishi montero sport 2wd",3.5,6,"auto(l4)","r",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sohc","cmode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","mitsubishi","mitsubishi nativa 2wd",2.4,4,"auto(l4)","r",17,22,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sohc","cmode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","mitsubishi","mitsubishi nativa 2wd",2.4,4,"manual(m5)","r",19,22,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sohc","",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","mitsubishi","mitsubishi nativa 2wd",3,6,"auto(l4)","r",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sohc","cmode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","nissan","pathfinder 2wd",3.3,6,"auto(l4)","r",15,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,2,NA,NA,NA,NA
"s.u.v. - 2wd","nissan","pathfinder 2wd",3.3,6,"manual(m5)","r",15,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,2,NA,NA,NA,NA
"s.u.v. - 2wd","nissan","xterra 2wd",2.4,4,"manual(m5)","r",17,22,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","nissan","xterra v6-2wd",3.3,6,"auto(l4)","r",15,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 2wd","nissan","xterra v6-2wd",3.3,6,"manual(m5)","r",15,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,2,NA,NA,NA,NA
"s.u.v. - 2wd","suzuki","grand vitara 4-door 2wd",2.5,6,"auto(l4)","r",17,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","suzuki","grand vitara 4-door 2wd",2.5,6,"manual(m5)","r",17,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","suzuki","vitara 2-door 2wd",1.6,4,"auto(l4)","r",22,25,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","suzuki","vitara 2-door 2wd",1.6,4,"manual(m5)","r",22,26,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","suzuki","vitara 2-door 2wd",2,4,"auto(l4)","r",21,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","suzuki","vitara 2-door 2wd",2,4,"manual(m5)","r",19,22,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","suzuki","vitara 4-door 2wd",2,4,"auto(l4)","r",21,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","suzuki","vitara 4-door 2wd",2,4,"manual(m5)","r",19,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","toyota","4runner 2wd",2.7,4,"auto(l4)","r",18,22,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","toyota","4runner 2wd",2.7,4,"manual(m5)","r",16,21,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","toyota","4runner 2wd",3.4,6,"auto(l4)","r",15,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","toyota","rav4 2wd",2,4,"auto(l4)","f",21,26,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","toyota","rav4 2wd",2,4,"manual(m5)","f",21,26,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","toyota","rav4 soft top 2wd",2,4,"auto(l4)","f",21,26,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 2wd","toyota","rav4 soft top 2wd",2,4,"manual(m5)","f",21,26,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","bmw","x5",4.4,8,"auto(l5)","r",11,16,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","cadillac","escalade 4wd",5.7,8,"auto(l4)","4",11,15,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","chevrolet","blazer 4wd",4.3,6,"auto(l4)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","chevrolet","blazer 4wd",4.3,6,"manual(m5)","4",14,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","sil",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","chevrolet","k1500 suburban 4wd",5.3,8,"auto(l4)","4",13,15,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","chevrolet","k1500 tahoe 4wd",4.8,8,"auto(l4)","4",13,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","chevrolet","k1500 tahoe 4wd",5.3,8,"auto(l4)","4",13,16,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","chevrolet","k1500 tahoe 4wd",5.7,8,"auto(l4)","4",11,15,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","chevrolet","tracker 4x4 convertible",1.6,4,"manual(m5)","4",22,25,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","chevrolet","tracker 4x4 convertible",2,4,"auto(l4)","4",21,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","chevrolet","tracker 4x4 convertible",2,4,"manual(m5)","4",19,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","chevrolet","tracker 4x4 hardtop",2,4,"auto(l4)","4",21,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","chevrolet","tracker 4x4 hardtop",2,4,"manual(m5)","4",19,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","dodge","durango 4wd",4.7,8,"auto(l4)","4",13,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","dodge","durango 4wd",5.9,8,"auto(l4)","4",11,15,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","ford","expedition 4wd",4.6,8,"auto(l4)","4",13,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"4.60e-04","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","ford","expedition 4wd",5.4,8,"auto(l4)","4",11,15,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"5.40e-04","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","ford","explorer 4wd",4,6,"auto(l5)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"4.0s-4","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","ford","explorer 4wd",4,6,"auto(l5)","4",14,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"4.00e-04","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","ford","explorer 4wd",4,6,"manual(m5)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"4.00e-04","",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","ford","explorer 4wd",5,8,"auto(l4)","4",13,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"5.00e-04","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","gmc","jimmy 4wd",4.3,6,"auto(l4)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","gmc","jimmy 4wd",4.3,6,"manual(m5)","4",14,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","sil",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","gmc","k1500 yukon 4wd",4.8,8,"auto(l4)","4",13,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","gmc","k1500 yukon 4wd",5.3,8,"auto(l4)","4",13,16,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","gmc","k1500 yukon 4wd",5.7,8,"auto(l4)","4",11,15,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","gmc","k1500 yukon xl 4wd",5.3,8,"auto(l4)","4",13,15,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","honda","cr-v(4wd)",2,4,"auto(l4)","4",19,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","honda","cr-v(4wd)",2,4,"manual(m5)","4",19,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","honda","passport 4wd",3.2,6,"auto(l4)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"v-6","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","honda","passport 4wd",3.2,6,"manual(m5)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"v-6","sil",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","infiniti","qx4 4wd",3.3,6,"auto(l4)","4",14,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","isuzu","amigo 4wd",3.2,6,"auto(l4)","4",15,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"v-6","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","isuzu","amigo 4wd",3.2,6,"manual(m5)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"v-6","sil",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","isuzu","rodeo 4wd",3.2,6,"auto(l4)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"v-6","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","isuzu","rodeo 4wd",3.2,6,"manual(m5)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"v-6","sil",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","isuzu","trooper",3.5,6,"auto(l4)","4",14,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"v-6","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","isuzu","trooper",3.5,6,"manual(m5)","4",14,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"v-6","sil",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","isuzu","vehicross",3.5,6,"auto(l4)","4",14,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"v-6","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","jeep","cherokee 4wd",2.5,4,"manual(m5)","4",16,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","sil",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","jeep","cherokee 4wd",4,6,"auto(l4)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","jeep","cherokee 4wd",4,6,"manual(m5)","4",15,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","sil",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","jeep","grand cherokee 4wd",4,6,"auto(l4)","4",15,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","jeep","grand cherokee 4wd",4.7,8,"auto(l4)","4",14,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","jeep","wrangler 4wd",2.5,4,"auto(l3)","4",15,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","jeep","wrangler 4wd",2.5,4,"manual(m5)","4",16,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","sil",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","jeep","wrangler 4wd",4,6,"auto(l3)","4",14,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","jeep","wrangler 4wd",4,6,"manual(m5)","4",15,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","sil",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","kia","kia sportage",2,4,"auto(l4)","4",17,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","kia","kia sportage",2,4,"manual(m5)","4",18,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","land rover","land rover discovery ser ii",4,8,"auto(l4)","4",11,16,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","land rover","range rover",4,8,"auto(l4)","4",11,16,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","land rover","range rover",4.6,8,"auto(l4)","4",11,14,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","lexus","lx 470",4.7,6,"auto(l4)","4",11,15,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","lincoln","navigator 4wd",5.4,8,"auto(l4)","4",11,16,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"5.4v-4","clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","mercedes-benz","ml320",3.2,6,"auto(l5)","4",15,19,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","ems 2mode clkup",2000,3,NA,NA,NA,NA
"s.u.v. - 4wd","mercedes-benz","ml430",4.3,8,"auto(l5)","4",14,17,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","ems 2mode clkup",2000,3,NA,NA,NA,NA
"s.u.v. - 4wd","mercedes-benz","ml55",5.5,8,"auto(l5)","4",13,16,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","ems 2mode clkup",2000,3,NA,NA,NA,NA
"s.u.v. - 4wd","mercury","mountaineer 4wd",4,6,"auto(l5)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"4.0s-4","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","mercury","mountaineer 4wd",5,8,"auto(l4)","4",13,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"5.00e-04","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","mitsubishi","mitsubishi montero",3,6,"auto(l4)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sohc","cmode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","mitsubishi","mitsubishi montero",3,6,"manual(m5)","4",15,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sohc","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","mitsubishi","mitsubishi montero",3.5,6,"auto(l4)","4",15,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sohc","cmode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","mitsubishi","mitsubishi montero sport 4wd",3,6,"auto(l4)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sohc","cmode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","mitsubishi","mitsubishi montero sport 4wd",3.5,6,"auto(l4)","4",14,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sohc","cmode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","mitsubishi","mitsubishi nativa 4wd",3,6,"auto(l4)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sohc","cmode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","nissan","pathfinder 4wd",3.3,6,"auto(l4)","4",14,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","nissan","pathfinder 4wd",3.3,6,"manual(m5)","4",15,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","nissan","xterra v6-4wd",3.3,6,"auto(l4)","4",14,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","nissan","xterra v6-4wd",3.3,6,"manual(m5)","4",15,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","oldsmobile","bravada awd",4.3,6,"auto(l4)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","clkup",2000,2,NA,NA,NA,NA
"s.u.v. - 4wd","subaru","forester awd",2.5,4,"auto(l4)","4",19,25,"r",FALSE,FALSE,FALSE,NA,NA,95,33,NA,NA,"","clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","subaru","forester awd",2.5,4,"manual(m5)","4",18,26,"r",FALSE,FALSE,FALSE,NA,NA,95,33,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","suzuki","grand vitara 4-door 4wd",2.5,6,"auto(l4)","4",16,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","suzuki","grand vitara 4-door 4wd",2.5,6,"manual(m5)","4",17,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","suzuki","vitara 2-door 4wd",1.6,4,"auto(l4)","4",21,25,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","suzuki","vitara 2-door 4wd",1.6,4,"manual(m5)","4",22,25,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","suzuki","vitara 2-door 4wd",2,4,"auto(l4)","4",21,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","suzuki","vitara 2-door 4wd",2,4,"manual(m5)","4",19,22,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","suzuki","vitara 4-door 4wd",2,4,"auto(l4)","4",21,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode 2lkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","suzuki","vitara 4-door 4wd",2,4,"manual(m5)","4",19,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","toyota","4runner 4wd",2.7,4,"auto(l4)","4",17,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","toyota","4runner 4wd",2.7,4,"manual(m5)","4",15,20,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","toyota","4runner 4wd",3.4,6,"auto(l4)","4",15,17,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","toyota","4runner 4wd",3.4,6,"manual(m5)","4",15,19,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","toyota","land cruiser wagon 4wd",4.7,6,"auto(l4)","4",11,15,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","toyota","rav4 4wd",2,4,"auto(l4)","4",19,24,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode clkup",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","toyota","rav4 4wd",2,4,"manual(m5)","4",19,23,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","",2000,4,NA,NA,NA,NA
"s.u.v. - 4wd","toyota","rav4 soft top 4wd",2,4,"auto(l4)","4",19,25,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"","2mode clkup",2000,4,NA,NA,NA,NA
